,Slinks,Total lpGBT of Slinks,LpGBT Id,LpGBT Rate,link variable,total rate,FPGA,Total lpGBT of FPGA,Total Rate of FPGA,Event-Buffer
3,73,10,1223,82.52459999999999,Single,800.5003199999999,4,94,9607.950949999999,50.0
4,73,10,1505,27.4438,Single,800.5003199999999,4,94,9607.950949999999,50.0
5,73,10,843,62.27952,Single,800.5003199999999,4,94,9607.950949999999,50.0
6,73,10,1427,23.9436,Single,800.5003199999999,4,94,9607.950949999999,50.0
7,73,10,1467,27.9811,Single,800.5003199999999,4,94,9607.950949999999,50.0
8,73,10,892,195.29819999999998,Double,800.5003199999999,4,94,9607.950949999999,50.0
0,74,8,175,138.18560000000002,Single,800.6929,5,89,9606.963290000002,51.0
1,74,8,17,176.1,Single,800.6929,5,89,9606.963290000002,51.0
2,74,8,694,183.0266,Single,800.6929,5,89,9606.963290000002,51.0
3,74,8,546,82.9847,Single,800.6929,5,89,9606.963290000002,51.0
4,74,8,997,84.66349999999998,Single,800.6929,5,89,9606.963290000002,51.0
5,74,8,1402,19.8778,Single,800.6929,5,89,9606.963290000002,51.0
6,74,8,1199,61.8595,Single,800.6929,5,89,9606.963290000002,51.0
7,74,8,716,53.9952,Single,800.6929,5,89,9606.963290000002,51.0
0,75,7,533,113.4545,Single,800.71702,13,94,9601.45561,51.0
1,75,7,1313,85.9104,Single,800.71702,13,94,9601.45561,51.0
2,75,7,1232,93.43852,Single,800.71702,13,94,9601.45561,51.0
3,75,7,1196,67.0597,Single,800.71702,13,94,9601.45561,51.0
4,75,7,1028,59.6974,Single,800.71702,13,94,9601.45561,51.0
5,75,7,348,381.1565,Double,800.71702,13,94,9601.45561,51.0
0,76,8,535,113.40289999999999,Single,800.4526,1,95,9606.25237,50.0
1,76,8,1241,77.43950000000001,Single,800.4526,1,95,9606.25237,50.0
2,76,8,105,81.4691,Single,800.4526,1,95,9606.25237,50.0
3,76,8,559,46.3676,Single,800.4526,1,95,9606.25237,50.0
4,76,8,1085,47.5989,Single,800.4526,1,95,9606.25237,50.0
5,76,8,1034,52.9326,Single,800.4526,1,95,9606.25237,50.0
6,76,8,34,381.24199999999996,Double,800.4526,1,95,9606.25237,50.0
0,77,9,172,115.6955,Single,800.2144999999999,12,97,9606.32338,50.0
1,77,9,86,150.4488,Single,800.2144999999999,12,97,9606.32338,50.0
2,77,9,296,228.55699999999996,Single,800.2144999999999,12,97,9606.32338,50.0
3,77,9,555,74.1917,Single,800.2144999999999,12,97,9606.32338,50.0
4,77,9,1130,64.8164,Single,800.2144999999999,12,97,9606.32338,50.0
5,77,9,1122,76.1951,Single,800.2144999999999,12,97,9606.32338,50.0
6,77,9,1465,27.9684,Single,800.2144999999999,12,97,9606.32338,50.0
7,77,9,477,49.961000000000006,Single,800.2144999999999,12,97,9606.32338,50.0
8,77,9,1367,12.3806,Single,800.2144999999999,12,97,9606.32338,50.0
0,78,7,332,103.0669,Single,800.71115,13,94,9601.45561,51.0
1,78,7,709,97.18180000000001,Single,800.71115,13,94,9601.45561,51.0
2,78,7,1260,74.65511,Single,800.71115,13,94,9601.45561,51.0
3,78,7,967,96.43853999999999,Single,800.71115,13,94,9601.45561,51.0
4,78,7,1332,48.3818,Single,800.71115,13,94,9601.45561,51.0
5,78,7,36,380.987,Double,800.71115,13,94,9601.45561,51.0
0,79,8,1031,138.0778,Single,800.51224,7,97,9607.610690000001,51.0
1,79,8,573,173.3066,Single,800.51224,7,97,9607.610690000001,51.0
2,79,8,692,183.36469999999997,Single,800.51224,7,97,9607.610690000001,51.0
3,79,8,613,95.19628,Single,800.51224,7,97,9607.610690000001,51.0
4,79,8,738,79.3269,Single,800.51224,7,97,9607.610690000001,51.0
5,79,8,1475,27.7128,Single,800.51224,7,97,9607.610690000001,51.0
6,79,8,1015,49.453359999999996,Single,800.51224,7,97,9607.610690000001,51.0
7,79,8,657,54.0738,Single,800.51224,7,97,9607.610690000001,51.0
0,80,8,565,113.887,Single,800.6918999999999,11,92,9604.11439,50.0
1,80,8,1186,65.49950000000001,Single,800.6918999999999,11,92,9604.11439,50.0
2,80,8,994,81.5138,Single,800.6918999999999,11,92,9604.11439,50.0
3,80,8,633,45.8345,Single,800.6918999999999,11,92,9604.11439,50.0
4,80,8,1176,61.9728,Single,800.6918999999999,11,92,9604.11439,50.0
5,80,8,785,51.0692,Single,800.6918999999999,11,92,9604.11439,50.0
6,80,8,350,380.9151,Double,800.6918999999999,11,92,9604.11439,50.0
0,81,7,173,115.6707,Single,800.7208999999999,6,96,9606.58655,51.0
1,81,7,87,150.36180000000002,Single,800.7208999999999,6,96,9606.58655,51.0
2,81,7,327,228.602,Single,800.7208999999999,6,96,9606.58655,51.0
3,81,7,1219,63.939099999999996,Single,800.7208999999999,6,96,9606.58655,51.0
4,81,7,860,84.6266,Single,800.7208999999999,6,96,9606.58655,51.0
5,81,7,834,95.81949999999999,Single,800.7208999999999,6,96,9606.58655,51.0
6,81,7,1216,61.70120000000001,Single,800.7208999999999,6,96,9606.58655,51.0
0,82,7,247,137.4574,Single,799.96535,1,95,9606.25237,50.0
1,82,7,961,162.61950000000002,Single,799.96535,1,95,9606.25237,50.0
2,82,7,143,194.89149999999998,Single,799.96535,1,95,9606.25237,50.0
3,82,7,1277,68.91755,Single,799.96535,1,95,9606.25237,50.0
4,82,7,487,85.74650000000001,Single,799.96535,1,95,9606.25237,50.0
5,82,7,899,94.5579,Single,799.96535,1,95,9606.25237,50.0
6,82,7,1037,55.77499999999999,Single,799.96535,1,95,9606.25237,50.0
0,83,10,359,118.3493,Single,800.5880300000001,10,96,9607.177389999999,50.0
1,83,10,440,225.882,Single,800.5880300000001,10,96,9607.177389999999,50.0
2,83,10,1271,69.39323,Single,800.5880300000001,10,96,9607.177389999999,50.0
3,83,10,1112,76.6092,Single,800.5880300000001,10,96,9607.177389999999,50.0
4,83,10,1273,63.762100000000004,Single,800.5880300000001,10,96,9607.177389999999,50.0
5,83,10,1434,23.941999999999997,Single,800.5880300000001,10,96,9607.177389999999,50.0
6,83,10,1422,24.416999999999998,Single,800.5880300000001,10,96,9607.177389999999,50.0
7,83,10,1337,47.4938,Single,800.5880300000001,10,96,9607.177389999999,50.0
8,83,10,856,150.7394,Double,800.5880300000001,10,96,9607.177389999999,50.0
0,84,9,246,137.49689999999998,Single,800.825,9,91,9607.23065,50.0
1,84,9,701,162.1417,Single,800.825,9,91,9607.23065,50.0
2,84,9,442,195.3374,Single,800.825,9,91,9607.23065,50.0
3,84,9,987,73.3783,Single,800.825,9,91,9607.23065,50.0
4,84,9,803,93.615,Single,800.825,9,91,9607.23065,50.0
5,84,9,1498,27.4554,Single,800.825,9,91,9607.23065,50.0
6,84,9,686,47.331,Single,800.825,9,91,9607.23065,50.0
7,84,9,685,51.867000000000004,Single,800.825,9,91,9607.23065,50.0
8,84,9,1386,12.2023,Single,800.825,9,91,9607.23065,50.0
0,85,9,243,120.1801,Single,800.8015800000001,14,90,9605.89069,50.0
1,85,9,438,225.937,Single,800.8015800000001,14,90,9605.89069,50.0
2,85,9,707,88.49709,Single,800.8015800000001,14,90,9605.89069,50.0
3,85,9,1152,99.2019,Single,800.8015800000001,14,90,9605.89069,50.0
4,85,9,1442,23.648000000000003,Single,800.8015800000001,14,90,9605.89069,50.0
5,85,9,1228,39.73129,Single,800.8015800000001,14,90,9605.89069,50.0
6,85,9,1319,52.8883,Single,800.8015800000001,14,90,9605.89069,50.0
7,85,9,854,150.71790000000001,Double,800.8015800000001,14,90,9605.89069,50.0
0,86,8,929,116.88109999999999,Single,800.70893,6,96,9606.58655,51.0
1,86,8,951,79.47566,Single,800.70893,6,96,9606.58655,51.0
2,86,8,1039,94.4503,Single,800.70893,6,96,9606.58655,51.0
3,86,8,1136,33.62777,Single,800.70893,6,96,9606.58655,51.0
4,86,8,1168,48.343,Single,800.70893,6,96,9606.58655,51.0
5,86,8,1306,49.5367,Single,800.70893,6,96,9606.58655,51.0
6,86,8,284,378.3944,Double,800.70893,6,96,9606.58655,51.0
0,87,8,183,137.9587,Single,799.7716799999998,15,99,9604.833169999998,51.0
1,87,8,962,162.7557,Single,799.7716799999998,15,99,9604.833169999998,51.0
2,87,8,532,194.6354,Single,799.7716799999998,15,99,9604.833169999998,51.0
3,87,8,1279,65.2912,Single,799.7716799999998,15,99,9604.833169999998,51.0
4,87,8,1267,73.68408,Single,799.7716799999998,15,99,9604.833169999998,51.0
5,87,8,515,85.7589,Single,799.7716799999998,15,99,9604.833169999998,51.0
6,87,8,1411,19.9093,Single,799.7716799999998,15,99,9604.833169999998,51.0
7,87,8,1193,59.7784,Single,799.7716799999998,15,99,9604.833169999998,51.0
0,88,10,342,114.67269999999999,Single,800.7505400000001,12,97,9606.32338,50.0
1,88,10,730,150.1752,Single,800.7505400000001,12,97,9606.32338,50.0
2,88,10,1073,67.8052,Single,800.7505400000001,12,97,9606.32338,50.0
3,88,10,201,81.0636,Single,800.7505400000001,12,97,9606.32338,50.0
4,88,10,1261,74.47274,Single,800.7505400000001,12,97,9606.32338,50.0
5,88,10,1362,12.5774,Single,800.7505400000001,12,97,9606.32338,50.0
6,88,10,524,57.0576,Single,800.7505400000001,12,97,9606.32338,50.0
7,88,10,1369,12.3748,Single,800.7505400000001,12,97,9606.32338,50.0
8,88,10,816,230.55130000000003,Double,800.7505400000001,12,97,9606.32338,50.0
0,89,8,343,114.72999999999999,Single,800.7884999999999,2,96,9605.436849999998,51.0
1,89,8,80,150.37969999999999,Single,800.7884999999999,2,96,9605.436849999998,51.0
2,89,8,1297,62.946799999999996,Single,800.7884999999999,2,96,9605.436849999998,51.0
3,89,8,1298,97.32469999999999,Single,800.7884999999999,2,96,9605.436849999998,51.0
4,89,8,867,92.3933,Single,800.7884999999999,2,96,9605.436849999998,51.0
5,89,8,621,52.5893,Single,800.7884999999999,2,96,9605.436849999998,51.0
6,89,8,818,230.4247,Double,800.7884999999999,2,96,9605.436849999998,51.0
0,90,7,458,115.48100000000001,Single,800.8679999999999,7,97,9607.610690000001,51.0
1,90,7,711,97.2717,Single,800.8679999999999,7,97,9607.610690000001,51.0
2,90,7,1264,65.7261,Single,800.8679999999999,7,97,9607.610690000001,51.0
3,90,7,833,95.8434,Single,800.8679999999999,7,97,9607.610690000001,51.0
4,90,7,1133,46.6002,Single,800.8679999999999,7,97,9607.610690000001,51.0
5,90,7,6,379.9456,Double,800.8679999999999,7,97,9607.610690000001,51.0
0,91,8,369,116.6223,Single,800.7358999999999,9,91,9607.23065,50.0
1,91,8,81,150.2584,Single,800.7358999999999,9,91,9607.23065,50.0
2,91,8,326,228.8748,Single,800.7358999999999,9,91,9607.23065,50.0
3,91,8,1328,85.6841,Single,800.7358999999999,9,91,9607.23065,50.0
4,91,8,1052,99.5389,Single,800.7358999999999,9,91,9607.23065,50.0
5,91,8,1204,55.24181,Single,800.7358999999999,9,91,9607.23065,50.0
6,91,8,1416,24.3991,Single,800.7358999999999,9,91,9607.23065,50.0
7,91,8,1035,40.11649,Single,800.7358999999999,9,91,9607.23065,50.0
0,92,8,1101,118.5527,Single,800.0134999999999,16,91,9603.77597,50.0
1,92,8,1018,151.18290000000002,Single,800.0134999999999,16,91,9603.77597,50.0
2,92,8,297,228.3437,Single,800.0134999999999,16,91,9603.77597,50.0
3,92,8,544,82.98230000000001,Single,800.0134999999999,16,91,9603.77597,50.0
4,92,8,577,82.9852,Single,800.0134999999999,16,91,9603.77597,50.0
5,92,8,1414,24.3881,Single,800.0134999999999,16,91,9603.77597,50.0
6,92,8,1059,61.1178,Single,800.0134999999999,16,91,9603.77597,50.0
7,92,8,591,50.4608,Single,800.0134999999999,16,91,9603.77597,50.0
0,93,7,389,118.3256,Single,800.10235,5,89,9606.963290000002,51.0
1,93,7,1104,87.06454000000001,Single,800.10235,5,89,9606.963290000002,51.0
2,93,7,769,86.99068000000001,Single,800.10235,5,89,9606.963290000002,51.0
3,93,7,871,70.5751,Single,800.10235,5,89,9606.963290000002,51.0
4,93,7,1327,56.99253,Single,800.10235,5,89,9606.963290000002,51.0
5,93,7,4,380.15389999999996,Double,800.10235,5,89,9606.963290000002,51.0
0,94,9,631,109.86930000000001,Single,800.72842,1,95,9606.25237,50.0
1,94,9,882,95.89250000000001,Single,800.72842,1,95,9606.25237,50.0
2,94,9,910,81.59172,Single,800.72842,1,95,9606.25237,50.0
3,94,9,1409,19.8945,Single,800.72842,1,95,9606.25237,50.0
4,94,9,1269,43.9495,Single,800.72842,1,95,9606.25237,50.0
5,94,9,665,44.146,Single,800.72842,1,95,9606.25237,50.0
6,94,9,1503,27.4491,Single,800.72842,1,95,9606.25237,50.0
7,94,9,286,377.9358,Double,800.72842,1,95,9606.25237,50.0
0,95,8,272,112.7718,Single,800.67688,12,97,9606.32338,50.0
1,95,8,1210,66.1795,Single,800.67688,12,97,9606.32338,50.0
2,95,8,1091,96.9862,Single,800.67688,12,97,9606.32338,50.0
3,95,8,1125,52.532,Single,800.67688,12,97,9606.32338,50.0
4,95,8,1182,33.4505,Single,800.67688,12,97,9606.32338,50.0
5,95,8,1070,54.992979999999996,Single,800.67688,12,97,9606.32338,50.0
6,95,8,316,383.7639,Double,800.67688,12,97,9606.32338,50.0
0,96,7,152,112.36529999999999,Single,799.4706900000001,8,95,9605.39793,50.0
1,96,7,1226,65.0313,Single,799.4706900000001,8,95,9605.39793,50.0
2,96,7,953,98.70120000000001,Single,799.4706900000001,8,95,9605.39793,50.0
3,96,7,576,83.03890000000001,Single,799.4706900000001,8,95,9605.39793,50.0
4,96,7,1137,56.01799,Single,799.4706900000001,8,95,9605.39793,50.0
5,96,7,380,384.31600000000003,Double,799.4706900000001,8,95,9605.39793,50.0
0,97,7,153,112.279,Single,800.1553000000001,3,96,9605.7608,51.0
1,97,7,930,88.015,Single,800.1553000000001,3,96,9605.7608,51.0
2,97,7,787,100.652,Single,800.1553000000001,3,96,9605.7608,51.0
3,97,7,1218,61.6744,Single,800.1553000000001,3,96,9605.7608,51.0
4,97,7,1202,52.88850000000001,Single,800.1553000000001,3,96,9605.7608,51.0
5,97,7,378,384.6464,Double,800.1553000000001,3,96,9605.7608,51.0
0,98,7,567,113.74080000000001,Single,800.59628,10,96,9607.177389999999,50.0
1,98,7,523,78.6206,Single,800.59628,10,96,9607.177389999999,50.0
2,98,7,1291,72.86676,Single,800.59628,10,96,9607.177389999999,50.0
3,98,7,1008,93.98985,Single,800.59628,10,96,9607.177389999999,50.0
4,98,7,945,57.09097,Single,800.59628,10,96,9607.177389999999,50.0
5,98,7,314,384.2873,Double,800.59628,10,96,9607.177389999999,50.0
0,99,7,775,101.7515,Single,800.73294,10,96,9607.177389999999,50.0
1,99,7,396,112.1518,Single,800.73294,10,96,9607.177389999999,50.0
2,99,7,1236,95.888,Single,800.73294,10,96,9607.177389999999,50.0
3,99,7,1006,76.35104,Single,800.73294,10,96,9607.177389999999,50.0
4,99,7,1474,27.7125,Single,800.73294,10,96,9607.177389999999,50.0
5,99,7,222,386.87809999999996,Double,800.73294,10,96,9607.177389999999,50.0
0,100,8,394,112.0621,Single,800.7749999999999,1,95,9606.25237,50.0
1,100,8,1086,80.67699999999999,Single,800.7749999999999,1,95,9606.25237,50.0
2,100,8,1102,66.2738,Single,800.7749999999999,1,95,9606.25237,50.0
3,100,8,450,90.015,Single,800.7749999999999,1,95,9606.25237,50.0
4,100,8,464,52.515899999999995,Single,800.7749999999999,1,95,9606.25237,50.0
5,100,8,1380,12.1951,Single,800.7749999999999,1,95,9606.25237,50.0
6,100,8,220,387.0361,Double,800.7749999999999,1,95,9606.25237,50.0
0,101,7,397,111.8809,Single,800.6253,4,94,9607.950949999999,50.0
1,101,7,299,149.47019999999998,Single,800.6253,4,94,9607.950949999999,50.0
2,101,7,12,240.4057,Single,800.6253,4,94,9607.950949999999,50.0
3,101,7,361,93.77629999999999,Single,800.6253,4,94,9607.950949999999,50.0
4,101,7,393,95.3257,Single,800.6253,4,94,9607.950949999999,50.0
5,101,7,772,97.36710000000001,Single,800.6253,4,94,9607.950949999999,50.0
6,101,7,1373,12.3994,Single,800.6253,4,94,9607.950949999999,50.0
0,102,7,521,110.57300000000001,Single,800.818,9,91,9607.23065,50.0
1,102,7,728,150.0472,Single,800.818,9,91,9607.23065,50.0
2,102,7,13,240.2424,Single,800.818,9,91,9607.23065,50.0
3,102,7,1194,63.915800000000004,Single,800.818,9,91,9607.23065,50.0
4,102,7,935,92.548,Single,800.818,9,91,9607.23065,50.0
5,102,7,1084,92.18610000000001,Single,800.818,9,91,9607.23065,50.0
6,102,7,526,51.305499999999995,Single,800.818,9,91,9607.23065,50.0
0,103,7,1011,102.5005,Single,800.8489999999999,14,90,9605.89069,50.0
1,103,7,402,111.9873,Single,800.8489999999999,14,90,9605.89069,50.0
2,103,7,1214,68.9031,Single,800.8489999999999,14,90,9605.89069,50.0
3,103,7,646,99.51050000000001,Single,800.8489999999999,14,90,9605.89069,50.0
4,103,7,1506,27.4538,Single,800.8489999999999,14,90,9605.89069,50.0
5,103,7,70,390.49379999999996,Double,800.8489999999999,14,90,9605.89069,50.0
0,104,7,395,112.06029999999998,Single,799.8956999999999,16,91,9603.77597,50.0
1,104,7,682,71.17790000000001,Single,799.8956999999999,16,91,9603.77597,50.0
2,104,7,582,98.17649999999999,Single,799.8956999999999,16,91,9603.77597,50.0
3,104,7,744,99.6393,Single,799.8956999999999,16,91,9603.77597,50.0
4,104,7,1464,27.9834,Single,799.8956999999999,16,91,9603.77597,50.0
5,104,7,68,390.85830000000004,Double,799.8956999999999,16,91,9603.77597,50.0
0,105,8,418,111.6915,Single,799.6572600000001,11,92,9604.11439,50.0
1,105,8,770,97.365,Single,799.6572600000001,11,92,9604.11439,50.0
2,105,8,1197,66.9826,Single,799.6572600000001,11,92,9604.11439,50.0
3,105,8,1134,55.844359999999995,Single,799.6572600000001,11,92,9604.11439,50.0
4,105,8,463,58.8946,Single,799.6572600000001,11,92,9604.11439,50.0
5,105,8,1375,12.4002,Single,799.6572600000001,11,92,9604.11439,50.0
6,105,8,258,396.479,Double,799.6572600000001,11,92,9604.11439,50.0
0,106,7,449,111.65169999999999,Single,800.8179,3,96,9605.7608,51.0
1,106,7,580,98.0734,Single,800.8179,3,96,9605.7608,51.0
2,106,7,940,84.39239999999998,Single,800.8179,3,96,9605.7608,51.0
3,106,7,569,47.7405,Single,800.8179,3,96,9605.7608,51.0
4,106,7,1163,62.370900000000006,Single,800.8179,3,96,9605.7608,51.0
5,106,7,256,396.58900000000006,Double,800.8179,3,96,9605.7608,51.0
0,107,10,250,111.6238,Single,800.5982000000001,8,95,9605.39793,50.0
1,107,10,937,148.7713,Single,800.5982000000001,8,95,9605.39793,50.0
2,107,10,827,100.0233,Single,800.5982000000001,8,95,9605.39793,50.0
3,107,10,1054,94.5233,Single,800.5982000000001,8,95,9605.39793,50.0
4,107,10,1418,24.410999999999998,Single,800.5982000000001,8,95,9605.39793,50.0
5,107,10,1390,20.3816,Single,800.5982000000001,8,95,9605.39793,50.0
6,107,10,1441,23.6399,Single,800.5982000000001,8,95,9605.39793,50.0
7,107,10,1495,27.6265,Single,800.5982000000001,8,95,9605.39793,50.0
8,107,10,232,249.59750000000003,Double,800.5982000000001,8,95,9605.39793,50.0
0,108,7,448,111.4942,Single,800.7855999999999,6,96,9606.58655,51.0
1,108,7,789,100.58359999999999,Single,800.7855999999999,6,96,9606.58655,51.0
2,108,7,734,99.5413,Single,800.7855999999999,6,96,9606.58655,51.0
3,108,7,1339,41.3924,Single,800.7855999999999,6,96,9606.58655,51.0
4,108,7,1324,48.7994,Single,800.7855999999999,6,96,9606.58655,51.0
5,108,7,134,398.9747,Double,800.7855999999999,6,96,9606.58655,51.0
0,109,9,419,111.6081,Single,799.4990999999999,13,94,9601.45561,51.0
1,109,9,298,149.4393,Single,799.4990999999999,13,94,9601.45561,51.0
2,109,9,452,89.9996,Single,799.4990999999999,13,94,9601.45561,51.0
3,109,9,1161,72.2715,Single,799.4990999999999,13,94,9601.45561,51.0
4,109,9,1462,27.986,Single,799.4990999999999,13,94,9601.45561,51.0
5,109,9,1107,48.7869,Single,799.4990999999999,13,94,9601.45561,51.0
6,109,9,655,49.8219,Single,799.4990999999999,13,94,9601.45561,51.0
7,109,9,234,249.5858,Double,799.4990999999999,13,94,9601.45561,51.0
0,110,8,459,115.4603,Single,800.8267000000001,12,97,9606.32338,50.0
1,110,8,1254,64.414,Single,800.8267000000001,12,97,9606.32338,50.0
2,110,8,516,101.4423,Single,800.8267000000001,12,97,9606.32338,50.0
3,110,8,401,84.4426,Single,800.8267000000001,12,97,9606.32338,50.0
4,110,8,1382,12.1958,Single,800.8267000000001,12,97,9606.32338,50.0
5,110,8,1450,23.4412,Single,800.8267000000001,12,97,9606.32338,50.0
6,110,8,132,399.4305,Double,800.8267000000001,12,97,9606.32338,50.0
0,111,10,883,111.2986,Single,800.5617,5,89,9606.963290000002,51.0
1,111,10,1016,148.35240000000002,Single,800.5617,5,89,9606.963290000002,51.0
2,111,10,548,97.9481,Single,800.5617,5,89,9606.963290000002,51.0
3,111,10,1280,65.31020000000001,Single,800.5617,5,89,9606.963290000002,51.0
4,111,10,1398,20.377,Single,800.5617,5,89,9606.963290000002,51.0
5,111,10,810,52.68300000000001,Single,800.5617,5,89,9606.963290000002,51.0
